Sur_yr,Cult_id/Hhid/Vdsid,Plot_code,crop,area_acres,yield_kg,sow_date,harvest_date,yield_t_ha,days_to_harvest
2010,IJH10D0057,C,Paddy,1.25,500.0,2010-08-25,2010-12-23,0.9883864591055104,120
2010,IJH10D0057,H,Paddy,0.12,130.0,2010-07-21,2010-11-24,2.676879993410757,126
2010,IJH10D0058,A,Paddy,2.22,1200.0,2010-08-21,2011-01-06,1.3356573771696083,138
2010,IJH10D0058,B,Paddy,0.52,80.0,2010-08-29,2010-12-24,0.38014863811750393,117
2010,IJH10D0059,A,Paddy,0.65,130.0,2010-07-13,2010-12-14,0.4941932295527551,154
2010,IJH10D0059,B,Paddy,0.55,85.0,2010-08-01,2010-12-10,0.3818765864725835,131
2010,IOR10A0030,AC,Paddy,0.25,130.0,2010-07-23,2010-11-15,1.2849023968371633,115
2010,IOR10A0032,A,Paddy,0.5,400.0,2010-07-22,2010-11-20,1.9767729182110205,121
2010,IOR10A0033,A,Paddy,0.75,85.0,2010-07-18,2010-12-01,0.2800428300798946,136
2010,IOR10A0034,AB,Paddy,0.5,320.0,2010-07-20,2010-11-20,1.5814183345688164,123
2010,IOR10A0035,C,Paddy,1.0,450.0,2010-07-15,2010-11-28,1.1119347664936992,136
2010,IOR10A0036,A,Paddy,0.7,320.0,2010-07-15,2010-11-25,1.1295845246920118,133
2010,IOR10A0036,B,Paddy,0.8,330.0,2010-07-14,2010-11-25,1.0192735359525573,134
2010,IOR10A0037,A,Paddy,0.7,300.0,2010-07-06,2010-11-26,1.058985491898761,143
2010,IOR10A0038,A,Paddy,1.0,1350.0,2010-07-14,2010-11-22,3.3358042994810972,131
2010,IOR10A0039,BB,Paddy,1.0,525.0,2010-07-16,2010-11-24,1.2972572275759822,131
2010,IOR10A0040,AB,Paddy,2.0,750.0,2010-07-09,2010-12-10,0.9266123054114158,154
2010,IOR10A0041,AB,Paddy,1.0,1125.0,2010-07-15,2010-11-25,2.7798369162342476,133
2010,IOR10A0041,AC,Paddy,1.0,1125.0,2010-07-17,2010-11-23,2.7798369162342476,129
2010,IOR10A0042,AC,Paddy,1.25,2150.0,2010-07-19,2010-11-20,4.250061774153695,124
2010,IOR10A0043,A,Paddy,0.5,225.0,2010-07-16,2010-11-25,1.1119347664936992,132
2010,IOR10A0043,B,Paddy,1.5,900.0,2010-07-20,2010-11-20,1.4825796886582654,123
2010,IOR10A0044,A,Paddy,0.5,900.0,2010-07-11,2010-11-20,4.447739065974797,132
2010,IOR10A0045,A,Paddy,0.4,415.0,2010-07-11,2010-12-24,2.5636273783049166,166
2010,IOR10A0045,B,Paddy,1.0,520.0,2010-07-13,2010-12-29,1.2849023968371633,169
2010,IOR10A0046,A,Paddy,0.8,900.0,2010-07-13,2010-11-24,2.779836916234247,134
2010,IOR10A0047,A,Paddy,1.0,750.0,2011-02-08,2011-04-10,1.8532246108228316,61
2010,IOR10A0047,B,Paddy,0.36,480.0,2010-07-14,2010-11-20,3.294621530351701,129
2010,IOR10A0047,C,Paddy,0.5,225.0,2010-07-16,2010-11-15,1.1119347664936992,122
2010,IOR10A0047,D,Paddy,1.1,410.0,2010-07-19,2010-12-12,0.9209964732574071,146
2010,IOR10A0048,AB,Paddy,1.0,1450.0,2010-07-19,2010-11-24,3.5829009142574746,128
2010,IOR10A0048,AC,Paddy,0.5,850.0,2010-07-15,2010-12-18,4.200642451198418,156
2010,IOR10A0049,B,Paddy,1.0,385.0,2010-07-13,2010-11-23,0.9513219668890537,133
2010,IOR10A0050,A,Paddy,1.0,750.0,2010-07-09,2010-11-22,1.8532246108228316,136
2010,IOR10A0050,B,Paddy,2.0,820.0,2010-07-12,2010-11-25,1.013096120583148,136
2010,IOR10A0051,AA,Paddy,1.25,1125.0,2010-07-08,2010-11-15,2.2238695329873983,130
2010,IOR10A0051,AC,Paddy,0.8,600.0,2010-07-01,2010-12-10,1.8532246108228314,162
2010,IOR10A0051,AD,Paddy,0.45,225.0,2010-07-08,2010-11-17,1.2354830738818878,132
2010,IOR10A0051,BB,Paddy,1.25,825.0,2010-07-08,2010-12-18,1.630837657524092,163
2010,IOR10A0052,A,Paddy,0.75,1125.0,2010-07-21,2010-11-28,3.7064492216456637,130
2010,IOR10A0053,AC,Paddy,1.0,1500.0,2010-07-09,2010-11-12,3.7064492216456633,126
2010,IOR10A0053,D,Paddy,0.4,520.0,2010-07-13,2010-11-19,3.212255992092908,129
2010,IOR10A0053,E,Paddy,0.31,420.0,2010-07-17,2010-11-26,3.3477605872928566,132
2010,IOR10A0054,BB,Paddy,1.0,950.0,2010-07-11,2010-11-02,2.3474178403755865,114
2010,IOR10A0055,B,Paddy,0.75,700.0,2010-07-10,2010-11-15,2.3062350712461903,128
2010,IOR10A0055,C,Paddy,0.8,1000.0,2010-07-14,2010-11-20,3.088707684704719,129
2010,IOR10A0056,AB,Paddy,1.0,600.0,2010-07-11,2010-11-15,1.4825796886582654,127
2010,IOR10A0056,AC,Paddy,1.0,550.0,2010-07-15,2010-11-20,1.3590313812700767,128
2010,IOR10A0057,A,Paddy,1.0,950.0,2010-08-03,2010-12-20,2.3474178403755865,139
2010,IOR10A0057,BB,Paddy,1.0,850.0,2010-07-11,2010-11-22,2.100321225599209,134
2010,IOR10A0057,BD,Paddy,0.5,550.0,2010-07-14,2010-11-26,2.7180627625401534,135
2010,IOR10A0057,BE,Paddy,0.5,250.0,2010-07-16,2010-11-27,1.2354830738818878,134
2010,IOR10A0058,AB,Paddy,1.5,2450.0,2010-08-02,2010-12-02,4.035911374680834,122
2010,IOR10A0059,AB,Paddy,1.0,975.0,2010-07-15,2010-11-22,2.409191994069681,130
2010,IOR10A0059,AD,Paddy,0.5,510.0,2010-07-19,2010-11-26,2.520385470719051,130
2010,IOR10B0010,A,Paddy,0.3,360.0,2010-11-13,2010-12-25,2.965159377316531,42
2010,IOR10B0010,B,Paddy,0.4,450.0,2010-11-12,2010-12-24,2.779836916234247,42
2010,IOR10B0010,C,Paddy,0.3,315.0,2010-11-12,2010-12-23,2.5945144551519648,41
2010,IOR10B0030,A,Paddy,0.6,1300.0,2010-11-10,2010-12-28,5.353759986821514,48
2010,IOR10B0030,B,Paddy,0.4,350.0,2010-07-07,2011-01-24,2.1620953792933033,201
2010,IOR10B0031,A,Paddy,0.4,1250.0,2010-07-03,2010-12-23,7.7217692117617975,173
2010,IOR10B0031,B,Paddy,1.0,1000.0,2010-07-04,2010-12-25,2.4709661477637757,174
2010,IOR10B0032,B,Paddy,0.9,1200.0,2010-11-04,2010-12-29,3.2946215303517006,55
2010,IOR10B0032,C,Paddy,0.5,315.0,2010-11-04,2010-12-28,1.5567086730911786,54
2010,IOR10B0033,B,Paddy,0.8,500.0,2010-11-03,2011-02-22,1.5443538423523595,111
2010,IOR10B0034,A,Paddy,1.0,900.0,2010-07-02,2010-12-27,2.2238695329873983,178
2010,IOR10B0036,A,Paddy,0.6,600.0,2010-11-04,2011-02-28,2.4709661477637757,116
2010,IOR10B0036,B,Paddy,0.6,400.0,2010-08-06,2010-12-27,1.6473107651758507,143
2010,IOR10B0039,A,Paddy,0.5,50.0,2010-09-07,2011-01-10,0.24709661477637757,125
2010,IOR10B0039,D,Paddy,0.75,150.0,2010-08-15,2011-01-17,0.49419322955275513,155
2010,IOR10B0039,E,Paddy,0.4,800.0,2010-08-11,2011-01-12,4.94193229552755,154
2010,IOR10B0039,F,Paddy,0.12,50.0,2010-11-04,2010-12-28,1.0295692282349067,54
2010,IOR10B0039,H,Paddy,0.05,50.0,2010-09-02,2010-12-06,2.470966147763775,95
2010,IOR10B0039,I,Paddy,0.08,50.0,2010-09-02,2010-12-30,1.5443538423523597,119
2010,IOR10B0040,A,Paddy,0.8,1300.0,2010-07-10,2011-02-21,4.015319990116135,226
2010,IOR10B0042,A,Paddy,0.2,360.0,2010-08-03,2010-12-29,4.447739065974796,148
2010,IOR10B0042,B,Paddy,1.0,700.0,2010-09-07,2010-12-30,1.7296763034346427,114
2010,IOR10B0043,A,Paddy,0.6,100.0,2010-07-02,2011-02-20,0.4118276912939627,233
2010,IOR10B0043,B,Paddy,0.17,750.0,2010-07-04,2011-02-20,10.901321240134305,231
2010,IOR10B0044,AD,Paddy,0.25,200.0,2010-08-27,2010-12-22,1.9767729182110205,117
2010,IOR10B0045,A,Paddy,1.0,100.0,2010-11-22,2011-02-25,0.24709661477637757,95
2010,IOR10B0045,F,Paddy,0.16,250.0,2010-10-07,2011-02-20,3.860884605880899,136
2010,IOR10B0047,B,Paddy,0.5,750.0,2010-08-15,2010-12-28,3.7064492216456633,135
2010,IOR10B0048,A,Paddy,1.5,1500.0,2010-08-07,2010-12-27,2.4709661477637757,142
2010,IOR10B0049,A,Paddy,0.75,300.0,2010-08-12,2011-01-11,0.9883864591055103,152
2010,IOR10B0049,F,Paddy,0.28,300.0,2010-07-13,2010-12-30,2.647463729746902,170
2010,IOR10B0049,G,Paddy,0.4,300.0,2010-11-09,2010-12-30,1.8532246108228314,51
2010,IOR10B0052,C,Paddy,1.0,750.0,2010-08-07,2011-02-22,1.8532246108228316,199
2010,IOR10B0053,B,Paddy,2.0,3500.0,2010-07-11,2011-02-10,4.3241907585866075,214
2010,IOR10B0053,C,Paddy,2.0,1200.0,2010-07-05,2011-02-10,1.4825796886582654,220
2010,IOR10B0053,DA,Paddy,1.5,1600.0,2010-11-06,2011-02-25,2.635697224281361,111
2010,IOR10B0053,EA,Paddy,1.0,1200.0,2010-08-10,2011-02-11,2.965159377316531,185
2010,IOR10B0054,A,Paddy,0.8,1500.0,2010-11-08,2011-02-23,4.6330615270570785,107
2010,IOR10B0054,B,Paddy,0.3,500.0,2010-11-06,2011-02-25,4.118276912939627,111
2010,IOR10B0054,D,Paddy,0.25,400.0,2010-11-06,2011-02-11,3.953545836422041,97
2010,IOR10B0056,A,Paddy,2.0,2800.0,2010-07-14,2010-12-29,3.4593526068692855,168
2010,IOR10B0056,B,Paddy,0.5,1000.0,2010-11-01,2011-02-26,4.941932295527551,117
2010,IOR10B0056,D,Paddy,2.0,2000.0,2010-07-10,2011-02-23,2.4709661477637757,228
2010,IOR10B0056,E,Paddy,2.0,2000.0,2010-07-07,2011-01-16,2.4709661477637757,193
2010,IOR10B0057,A,Paddy,1.98,3000.0,2010-08-04,2011-03-13,3.7438881026723876,221
2010,IOR10B0057,B,Paddy,1.0,1500.0,2010-07-03,2011-03-09,3.7064492216456633,249
2010,IOR10B0057,C,Paddy,1.0,1500.0,2010-11-05,2011-03-12,3.7064492216456633,127
2010,IOR10B0057,D,Paddy,0.8,1300.0,2010-08-02,2011-03-11,4.015319990116135,221
2010,IOR10B0058,AA,Paddy,1.0,2300.0,2010-11-05,2010-12-29,5.683222139856683,54
2010,IOR10B0058,AB,Paddy,1.5,2000.0,2010-07-22,2010-12-23,3.294621530351701,154
2010,IOR10B0058,AC,Paddy,1.0,2000.0,2010-07-17,2010-12-23,4.941932295527551,159
2010,IOR10B0058,BA,Paddy,1.0,2000.0,2010-11-05,2010-12-31,4.941932295527551,56
2010,IOR10B0058,BB,Paddy,1.0,2000.0,2010-11-05,2010-12-31,4.941932295527551,56
2010,IOR10B0058,BC,Paddy,0.5,1000.0,2010-08-05,2010-12-31,4.941932295527551,148
2010,IOR10B0058,CA,Paddy,0.3,300.0,2010-08-06,2010-12-28,2.4709661477637757,144
2010,IOR10B0058,CB,Paddy,0.5,750.0,2010-11-04,2010-12-28,3.7064492216456633,54
2010,IOR10B0058,CC,Paddy,0.2,450.0,2010-08-06,2010-12-28,5.559673832468494,144
2010,IOR10B0058,DA,Paddy,1.5,2500.0,2010-11-04,2010-12-25,4.118276912939626,51
2010,IOR10B0058,DB,Paddy,1.0,1000.0,2010-07-16,2010-12-26,2.4709661477637757,163
2010,IOR10B0058,E,Paddy,2.0,1200.0,2010-11-04,2010-12-28,1.4825796886582654,54
2010,IOR10B0058,F,Paddy,1.5,2300.0,2010-11-08,2011-02-26,3.7888147599044557,110
2010,IOR10C0030,B,Paddy,1.0,800.0,2010-08-25,2010-12-25,1.9767729182110205,122
2010,IOR10C0032,B,Paddy,0.16,300.0,2010-08-05,2010-11-22,4.6330615270570785,109
2010,IOR10C0032,C,Paddy,0.8,1350.0,2010-07-22,2010-11-26,4.169755374351371,127
2010,IOR10C0033,B,Paddy,0.2,250.0,2010-11-20,2011-03-02,3.088707684704719,102
2010,IOR10C0037,A,Paddy,0.48,750.0,2010-11-08,2011-02-12,3.8608846058808997,96
2010,IOR10C0041,CA,Paddy,0.5,800.0,2010-08-17,2011-01-06,3.953545836422041,142
2010,IOR10C0041,D,Paddy,0.24,500.0,2010-08-15,2011-01-04,5.147846141174533,142
2010,IOR10C0046,B,Paddy,0.08,140.0,2010-09-02,2010-12-12,4.3241907585866075,101
2010,IOR10C0046,C,Paddy,0.25,450.0,2010-09-05,2011-02-22,4.447739065974797,170
2010,IOR10C0046,F,Paddy,0.56,700.0,2010-08-18,2010-12-26,3.088707684704719,130
2010,IOR10C0047,B,Paddy,0.64,1150.0,2010-08-09,2011-03-02,4.440017296763034,205
2010,IOR10C0050,A,Paddy,2.0,3500.0,2010-08-12,2011-01-14,4.3241907585866075,155
2010,IOR10C0051,A,Paddy,5.0,9500.0,2010-11-12,2011-03-02,4.694835680751174,110
2010,IOR10C0052,A,Paddy,1.5,2300.0,2010-07-29,2010-12-18,3.7888147599044557,142
2010,IOR10C0055,D,Paddy,1.4,300.0,2010-11-03,2011-03-06,0.5294927459493805,123
2010,IOR10D0031,A,Paddy,0.4,730.0,2010-07-03,2010-12-02,4.509513219668889,152
2010,IOR10D0031,B,Paddy,0.6,1000.0,2010-06-24,2010-10-15,4.118276912939627,113
2010,IOR10D0032,A,Paddy,0.36,280.0,2010-07-28,2010-12-28,1.921862559371826,153
2010,IOR10D0032,BB,Paddy,0.32,560.0,2010-08-01,2010-11-02,4.3241907585866075,93
2010,IOR10D0033,AC,Paddy,0.04,60.0,2010-07-26,2010-12-06,3.7064492216456633,133
2010,IOR10D0034,A,Paddy,0.52,800.0,2010-07-10,2010-12-22,3.8014863811750392,165
2010,IOR10D0034,B,Paddy,0.2,300.0,2010-07-12,2010-12-21,3.706449221645663,162
2010,IOR10D0034,C,Paddy,0.2,200.0,2010-07-14,2010-12-19,2.470966147763775,158
2010,IOR10D0035,A,Paddy,0.72,1100.0,2010-08-03,2010-11-25,3.775087170194658,114
2010,IOR10D0035,B,Paddy,0.6,900.0,2010-05-26,2010-10-30,3.7064492216456637,157
2010,IOR10D0036,B,Paddy,0.16,240.0,2010-07-07,2010-12-07,3.7064492216456633,153
2010,IOR10D0037,C,Paddy,0.2,80.0,2010-06-10,2010-11-08,0.9883864591055102,151
2010,IOR10D0037,D,Paddy,0.2,70.0,2010-06-12,2010-11-08,0.8648381517173215,149
2010,IOR10D0039,B,Paddy,0.16,110.0,2010-07-19,2010-11-08,1.6987892265875957,112
2010,IOR10D0039,C,Paddy,0.12,80.0,2010-07-19,2010-11-08,1.6473107651758505,112
2010,IOR10D0040,B,Paddy,0.56,910.0,2010-08-05,2010-11-07,4.015319990116135,94
2010,IOR10D0040,D,Paddy,1.0,1500.0,2010-07-05,2011-01-25,3.7064492216456633,204
2010,IOR10D0041,D,Paddy,0.48,540.0,2010-06-01,2010-10-15,2.779836916234248,136
2010,IOR10D0043,A,Paddy,1.0,900.0,2010-06-05,2010-10-22,2.2238695329873983,139
2010,IOR10D0045,BA,Paddy,0.16,270.0,2010-07-14,2010-12-20,4.169755374351372,159
2010,IOR10D0045,BB,Paddy,0.16,270.0,2010-07-15,2010-12-22,4.169755374351372,160
2010,IOR10D0045,BC,Paddy,0.16,270.0,2010-07-13,2010-12-17,4.169755374351372,157
2010,IOR10D0045,CA,Paddy,0.125,200.0,2010-07-12,2010-12-13,3.953545836422041,154
2010,IOR10D0045,CB,Paddy,0.16,270.0,2010-07-12,2010-12-15,4.169755374351372,156
2010,IOR10D0046,A,Paddy,0.24,420.0,2010-07-06,2010-11-08,4.3241907585866075,125
2010,IOR10D0046,D,Paddy,0.08,120.0,2010-07-10,2010-11-30,3.7064492216456633,143
2010,IOR10D0046,E,Paddy,0.32,500.0,2010-08-06,2010-11-29,3.860884605880899,115
2010,IOR10D0046,HA,Paddy,0.4,580.0,2010-07-07,2010-12-05,3.5829009142574737,151
2010,IOR10D0046,HB,Paddy,0.28,315.0,2010-07-01,2010-11-15,2.779836916234247,137
2010,IOR10D0048,AA,Paddy,0.48,840.0,2010-06-02,2010-10-16,4.3241907585866075,136
2010,IOR10D0048,AB,Paddy,0.52,845.0,2010-07-06,2010-10-16,4.015319990116135,102
2010,IOR10D0048,B,Paddy,0.27,130.0,2010-07-08,2010-11-22,1.1897244415158919,137
2010,IOR10D0048,C,Paddy,0.16,320.0,2010-07-07,2010-11-20,4.941932295527551,136
2010,IOR10D0048,D,Paddy,0.48,70.0,2010-07-10,2010-12-04,0.36034922988221735,147
2010,IOR10D0049,D,Paddy,0.24,224.0,2010-06-10,2010-11-16,2.3062350712461908,159
2010,IOR10D0049,E,Paddy,0.24,220.0,2010-07-22,2010-12-04,2.2650523021167945,135
2010,IOR10D0049,F,Paddy,0.12,100.0,2010-07-20,2010-12-08,2.0591384564698134,141
2010,IOR10D0049,H,Paddy,0.28,112.0,2010-06-10,2010-12-06,0.9883864591055102,179
2010,IOR10D0050,A,Paddy,0.8,1000.0,2010-06-10,2010-11-05,3.088707684704719,148
2010,IOR10D0050,BB,Paddy,0.6,930.0,2010-09-14,2010-12-05,3.829997529033853,82
2010,IOR10D0050,D,Paddy,0.12,220.0,2010-08-12,2010-11-22,4.530104604233589,102
2010,IOR10D0051,B,Paddy,0.36,337.5,2010-07-28,2010-12-28,2.31653076352854,153
2010,IOR10D0051,C,Paddy,0.36,675.0,2010-07-29,2010-12-28,4.63306152705708,152
2010,IOR10D0052,B,Paddy,0.24,300.0,2010-07-25,2010-11-27,3.08870768470472,125
2010,IOR10D0052,BA,Paddy,0.2,200.0,2010-07-25,2010-10-28,2.470966147763775,95
2010,IOR10D0052,C,Paddy,0.2,300.0,2010-07-27,2010-10-28,3.706449221645663,93
2010,IOR10D0052,CA,Paddy,0.08,60.0,2010-07-27,2010-11-17,1.8532246108228316,113
2010,IOR10D0052,D,Paddy,0.48,600.0,2010-08-20,2010-12-03,3.08870768470472,105
2010,IOR10D0054,B,Paddy,0.32,200.0,2010-06-25,2010-12-06,1.5443538423523597,164
2010,IOR10D0055,AA,Paddy,0.24,225.0,2010-06-10,2010-12-05,2.3165307635285397,178
2010,IOR10D0055,AB,Paddy,0.24,70.0,2010-07-28,2010-11-17,0.7206984597644347,112
2010,IOR10D0055,BA,Paddy,0.4,250.0,2010-07-20,2010-11-03,1.5443538423523595,106
2010,IOR10D0055,BC,Paddy,0.2,180.0,2010-06-13,2010-11-19,2.223869532987398,159
2010,IOR10D0055,DA,Paddy,0.56,560.0,2010-11-07,2010-12-18,2.4709661477637757,41
2010,IOR10D0055,DB,Paddy,0.24,240.0,2010-07-12,2010-11-16,2.4709661477637757,127
2010,IOR10D0055,F,Paddy,0.2,200.0,2010-07-06,2010-11-12,2.470966147763775,129
2010,IOR10D0055,HA,Paddy,0.6,600.0,2010-06-10,2010-11-20,2.4709661477637757,163
2010,IOR10D0058,A,Paddy,0.6,790.0,2010-08-05,2010-11-18,3.253438761222305,105
2010,IOR10D0058,BA,Paddy,0.32,490.0,2010-06-25,2010-11-01,3.7836669137632812,129
2010,IOR10D0058,BB,Paddy,0.32,480.0,2010-08-07,2010-11-30,3.7064492216456633,115
2013,IBH13A0030,A,Wheat,0.3,640.0,2013-11-27,2014-04-23,5.271394448562722,147
2013,IBH13A0030,B,Wheat,0.3,640.0,2013-11-29,2014-04-24,5.271394448562722,146
2013,IBH13A0030,C,Wheat,0.24,500.0,2013-12-04,2014-04-25,5.147846141174533,142
2013,IBH13A0031,FA,Wheat,0.33,400.0,2013-12-05,2014-04-24,2.99511048213791,140
2013,IBH13A0033,B,Wheat,0.17,420.0,2013-12-10,2014-04-27,6.10473989447521,138
2013,IBH13A0033,C,Paddy,0.39,980.0,2013-12-11,2014-04-29,6.209094422585897,139
2013,IBH13A0033,J,Wheat,0.17,400.0,2013-12-10,2014-04-27,5.814037994738296,138
2013,IBH13A0033,K,Paddy,0.39,950.0,2013-12-11,2014-04-29,6.019020103527145,139
2013,IBH13A0033,M,Wheat,1.0,2300.0,2013-12-12,2014-04-26,5.683222139856683,135
2013,IBH13A0036,C,Wheat,0.1,100.0,2013-12-10,2014-04-21,2.470966147763775,132
2013,IBH13A0037,B,Wheat,0.1,80.0,2013-12-08,2014-04-22,1.9767729182110203,135
2013,IBH13A0037,E,Wheat,0.06,40.0,2013-12-10,2014-04-20,1.6473107651758505,131
2013,IBH13A0038,A,Wheat,0.3,620.0,2013-12-06,2014-04-23,5.106663372045137,138
2013,IBH13A0038,B,Wheat,0.3,630.0,2013-12-08,2014-04-26,5.1890289103039295,139
2013,IBH13A0038,C,Wheat,0.24,280.0,2013-12-05,2014-04-20,2.882793839057739,136
2013,IBH13A0039,C,Paddy,0.22,530.0,2013-12-12,2014-04-24,5.952782083249096,133
2013,IBH13A0039,D,Paddy,0.07,80.0,2013-12-05,2014-04-20,2.823961311730029,136
2013,IBH13A0040,B,Wheat,0.15,180.0,2013-12-07,2014-04-20,2.965159377316531,134
2013,IBH13A0041,CA,Wheat,0.3,400.0,2013-12-06,2014-04-20,3.2946215303517015,135
2013,IBH13A0043,A,Paddy,0.37,480.0,2013-11-18,2014-03-26,3.2055777052070598,128
2013,IBH13A0047,A,Wheat,0.36,400.0,2013-11-20,2014-04-22,2.745517941959751,153
2013,IBH13A0047,B,Paddy,0.36,880.0,2013-11-26,2014-04-28,6.040139472311452,153
2013,IBH13A0047,F,Paddy,0.3,480.0,2013-11-10,2014-03-20,3.953545836422041,130
2013,IBH13A0047,I,Paddy,0.54,1350.0,2013-12-22,2014-04-23,6.177415369409439,122
2013,IBH13A0047,J,Paddy,0.09,80.0,2013-12-18,2014-04-20,2.1964143535678007,123
2013,IBH13A0047,L,Paddy,0.31,660.0,2013-12-20,2014-04-25,5.2607666371744894,126
2013,IBH13A0048,BA,Wheat,0.79,1000.0,2013-12-10,2014-04-18,3.127805250333893,129
2013,IBH13A0048,C,Paddy,0.28,830.0,2013-12-18,2014-04-26,7.324649652299763,129
2013,IBH13A0048,J,Wheat,0.85,1000.0,2013-12-12,2014-04-17,2.907018997369148,126
2013,IBH13A0050,DA,Wheat,1.0,1000.0,2013-12-03,2014-04-25,2.4709661477637757,143
2013,IBH13A0050,FA,Wheat,4.0,4000.0,2013-12-02,2014-04-23,2.4709661477637757,142
2013,IBH13A0052,AA,Wheat,0.62,800.0,2013-11-20,2014-04-16,3.1883434164693876,147
2013,IBH13A0052,B,Wheat,0.62,850.0,2013-12-04,2014-04-16,3.3876148799987242,133
2013,IBH13A0052,E,Wheat,0.31,350.0,2013-11-26,2014-04-23,2.789800489410714,148
2013,IBH13A0052,F,Wheat,0.35,400.0,2013-12-02,2014-04-24,2.8239613117300295,143
2013,IBH13A0052,I,Wheat,0.14,120.0,2013-11-26,2014-04-25,2.117970983797522,150
2013,IBH13A0054,AA,Wheat,1.0,1000.0,2013-12-08,2014-03-28,2.4709661477637757,110
2013,IBH13A0054,D,Wheat,0.24,620.0,2013-12-06,2014-04-26,6.3833292150564205,141
2013,IBH13A0054,E,Paddy,0.36,850.0,2013-11-26,2014-04-20,5.8342256266644705,145
2013,IBH13A0056,C,Paddy,0.36,800.0,2013-12-05,2014-04-25,5.491035883919502,141
2013,IBH13A0056,G,Wheat,0.24,850.0,2013-12-06,2014-04-26,8.751338439996706,141
2013,IBH13A0057,C,Wheat,0.58,1000.0,2013-11-20,2014-04-20,4.260286461661682,151
2013,IBH13A0057,G,Paddy,0.37,810.0,2013-11-28,2014-04-26,5.409412377536914,149
2013,IBH13A0057,H,Wheat,0.55,1550.0,2013-12-10,2014-04-25,6.96363187097064,136
2013,IBH13A0059,E,Wheat,0.62,2100.0,2013-11-26,2014-04-20,8.369401468232143,145
2013,IBH13A0059,F,Wheat,0.4,1500.0,2013-12-07,2014-04-27,9.266123054114157,141
2013,IBH13A0059,G,Wheat,0.62,2000.0,2013-11-27,2014-04-30,7.970858541173469,154
2013,IBH13A0059,H,Wheat,0.46,1380.0,2013-11-26,2014-04-20,7.412898443291326,145
2013,IOR13A0010,C,Paddy,0.6,600.0,2013-06-26,2013-11-15,2.4709661477637757,142
2013,IOR13A0030,A,Paddy,0.5,600.0,2013-06-16,2013-11-20,2.965159377316531,157
2013,IOR13A0033,B,Paddy,0.75,650.0,2013-08-07,2013-11-19,2.141503994728606,104
2013,IOR13A0041,AA,Paddy,0.7,950.0,2013-06-16,2013-11-28,3.35345405767941,165
2013,IOR13A0044,BB,Paddy,0.25,350.0,2013-07-20,2013-11-25,3.4593526068692855,128
2013,IOR13A0044,CA,Paddy,0.75,800.0,2013-06-24,2013-11-15,2.635697224281361,144
2013,IOR13A0045,CA,Paddy,0.8,800.0,2013-12-07,2014-04-20,2.470966147763775,134
2013,IOR13A0047,B,Paddy,0.36,500.0,2013-06-21,2013-11-19,3.4318974274496887,151
2013,IOR13A0049,AB,Paddy,0.5,500.0,2013-06-22,2013-11-18,2.4709661477637757,149
2013,IOR13A0049,B,Paddy,1.0,1000.0,2013-06-25,2013-11-26,2.4709661477637757,154
2013,IOR13A0050,A,Paddy,1.0,1000.0,2013-06-26,2013-11-24,2.4709661477637757,151
2013,IOR13A0050,BA,Paddy,2.0,1600.0,2013-06-25,2013-11-21,1.9767729182110205,149
2013,IOR13A0050,BB,Paddy,1.0,900.0,2013-06-20,2013-11-11,2.2238695329873983,144
2013,IOR13A0051,AA,Paddy,1.0,1000.0,2014-01-14,2014-04-25,2.4709661477637757,101
2013,IOR13A0051,AB,Paddy,0.75,800.0,2013-07-23,2013-11-25,2.635697224281361,125
2013,IOR13A0051,AC,Paddy,0.25,300.0,2013-07-21,2013-09-11,2.965159377316531,52
2013,IOR13A0053,AA,Paddy,1.0,1400.0,2013-06-19,2013-11-20,3.4593526068692855,154
2013,IOR13A0053,BB,Paddy,0.5,700.0,2013-07-20,2013-11-23,3.4593526068692855,126
2013,IOR13A0053,D,Paddy,0.4,700.0,2014-01-19,2014-04-25,4.324190758586607,96
2013,IOR13A0055,C,Paddy,1.0,1200.0,2013-08-07,2013-11-20,2.965159377316531,105
2013,IOR13A0056,C,Paddy,2.0,2000.0,2013-06-13,2013-11-17,2.4709661477637757,157
2013,IOR13A0057,BA,Paddy,2.0,1700.0,2013-06-14,2013-11-19,2.100321225599209,158
2013,IOR13A0057,BB,Paddy,2.0,1700.0,2013-06-16,2013-11-21,2.100321225599209,158
2013,IOR13A0058,AC,Paddy,1.0,800.0,2013-06-18,2013-11-29,1.9767729182110205,164
2013,IOR13A0058,BA,Paddy,1.0,1000.0,2013-06-24,2013-11-24,2.4709661477637757,153
2013,IOR13B0032,A,Paddy,0.82,1200.0,2013-02-12,2013-10-11,3.6160480211177206,241
2013,IOR13B0032,B,Paddy,0.9,900.0,2013-05-12,2013-10-30,2.4709661477637757,171
2013,IOR13B0035,A,Paddy,1.0,2100.0,2013-05-12,2013-10-12,5.189028910303929,153
2013,IOR13B0036,C,Paddy,0.65,570.0,2013-08-06,2013-11-21,2.166847237269772,107
2013,IOR13B0037,A,Paddy,1.0,1700.0,2013-06-12,2013-11-21,4.200642451198418,162
2013,IOR13B0039,A,Paddy,0.5,900.0,2013-07-15,2013-10-11,4.447739065974797,88
2013,IOR13B0039,E,Paddy,0.4,700.0,2013-04-06,2013-11-22,4.324190758586607,230
2013,IOR13B0040,A,Paddy,0.8,1150.0,2013-06-22,2013-11-13,3.552013837410427,144
