state,district,crop,season,year,geographic_level,final_yield_t_ha,yield_valid,yield_source_name,yield_source_url,yield_retrieved_date,district_id,canonical_district_name,administrative_boundary_notes,season_window_start,prediction_cutoff_date,weather_available,weather_source,weather_precip_mm_sum,weather_humidity_pct_mean,weather_wind_speed_ms_mean,weather_days_observed,weather_days_expected,satellite_available,satellite_source,satellite_ndvi_mean,satellite_evi_mean,satellite_ndwi_mean,satellite_scenes_observed,satellite_date_range_coverage,soil_available,soil_phh2o,soil_soc,soil_clay,soil_sand,soil_nitrogen,soil_source,rejection_reason,weather_temp_c_mean
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2007,district,2.9194,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2007-06-01,2007-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,1327.58,79.74,1.158,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.5609,0.359,0.192,8,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,26.285
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2007,district,2.3333,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2007-11-01,2008-04-30,True,data\raw\weather\districts\D0008_weather_daily.csv,214.0,66.53,0.803,182,182,True,data\raw\satellite\districts\D0008_landsat.csv,0.438,0.27,0.0605,29,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,24.403
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2008,district,2.388,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2008-06-01,2008-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,1090.04,78.99,1.079,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.5863,0.3792,0.2261,16,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,26.373
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2008,district,2.3853,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2008-11-01,2009-04-30,True,data\raw\weather\districts\D0008_weather_daily.csv,89.06,63.34,0.832,181,181,True,data\raw\satellite\districts\D0008_landsat.csv,0.3575,0.2224,0.0067,39,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,25.572
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2009,district,2.198,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2009-06-01,2009-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,973.86,75.51,1.061,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.5602,0.3612,0.1672,18,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,27.235
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2009,district,2.521,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2009-11-01,2010-04-30,True,data\raw\weather\districts\D0008_weather_daily.csv,153.13,66.62,0.915,181,181,True,data\raw\satellite\districts\D0008_landsat.csv,0.4163,0.2583,0.0366,35,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,25.088
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2010,district,2.5751,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2010-06-01,2010-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,1653.48,83.47,1.006,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.5627,0.3654,0.233,4,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,26.402
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2010,district,3.233,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2010-11-01,2011-04-30,True,data\raw\weather\districts\D0008_weather_daily.csv,420.86,71.0,0.784,181,181,True,data\raw\satellite\districts\D0008_landsat.csv,0.4299,0.2593,0.0463,22,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,23.75
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2011,district,2.1468,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2011-06-01,2011-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,834.03,76.68,1.007,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.5991,0.3895,0.2271,10,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,26.534
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2011,district,2.4481,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2011-11-01,2012-04-30,True,data\raw\weather\districts\D0008_weather_daily.csv,127.74,63.1,0.895,182,182,True,data\raw\satellite\districts\D0008_landsat.csv,0.4233,0.2682,0.048,16,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,24.836
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2012,district,2.574,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2012-06-01,2012-11-30,True,data\raw\weather\districts\D0008_weather_daily.csv,1492.21,78.89,1.148,183,183,True,data\raw\satellite\districts\D0008_landsat.csv,0.6609,0.4171,0.2909,3,1.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,,26.299
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2012,district,2.139,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2012-11-01,2013-04-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0008_landsat.csv,,,,3,0.337,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2013,district,2.475,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2013-06-01,2013-11-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0008_landsat.csv,,,,0,0.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2013,district,2.728,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2013-11-01,2014-04-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0008_landsat.csv,,,,0,0.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,VIZIANAGARAM,Rice,Kharif,2014,district,2.638,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2014-06-01,2014-11-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0008_landsat.csv,,,,0,0.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,VIZIANAGARAM,Rice,Rabi,2014,district,3.232,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2014-11-01,2015-04-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0008_landsat.csv,,,,0,0.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,VIZIANAGARAM,Rice,Whole Year,2014,district,2.6635,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD011,Vizianagaram,No known boundary issue for this district.,2014-07-01,2015-06-30,False,data\raw\weather\districts\D0008_weather_daily.csv,,,,0,365,False,data\raw\satellite\districts\D0008_landsat.csv,,,,0,0.0,True,63.0,240.0,333.0,380.0,167.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,1997,district,2.5502,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1997-06-01,1997-11-30,False,data\raw\weather\districts\D0009_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0009_landsat.csv,,,,0,0.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,1997,district,3.5026,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1997-11-01,1998-04-30,False,data\raw\weather\districts\D0009_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0009_landsat.csv,,,,0,0.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,1998,district,2.4672,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1998-06-01,1998-11-30,False,data\raw\weather\districts\D0009_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0009_landsat.csv,,,,0,0.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,1998,district,4.37,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1998-11-01,1999-04-30,False,data\raw\weather\districts\D0009_weather_daily.csv,,,,0,181,False,data\raw\satellite\districts\D0009_landsat.csv,,,,0,0.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,1999,district,2.5664,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1999-06-01,1999-11-30,False,data\raw\weather\districts\D0009_weather_daily.csv,,,,0,183,False,data\raw\satellite\districts\D0009_landsat.csv,,,,0,0.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,no weather or satellite match,
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,1999,district,4.0384,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,1999-11-01,2000-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,46.19,65.09,2.057,121,182,True,data\raw\satellite\districts\D0009_landsat.csv,0.5114,0.368,0.1638,10,0.665,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.043
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2000,district,2.911,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2000-06-01,2000-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1270.69,77.43,2.114,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.6839,0.4477,0.3231,4,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.043
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2000,district,4.319,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2000-11-01,2001-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,131.94,66.23,1.716,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.4942,0.3375,0.1775,15,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,25.792
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2001,district,2.589,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2001-06-01,2001-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,892.18,77.45,2.105,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.6569,0.42,0.3021,7,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.369
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2001,district,4.682,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2001-11-01,2002-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,111.11,67.37,2.009,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5599,0.384,0.2566,16,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,26.026
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2002,district,3.072,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2002-06-01,2002-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,611.08,71.74,2.31,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.5263,0.345,0.1946,10,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,28.018
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2002,district,4.327,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2002-11-01,2003-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,68.01,64.68,1.921,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5122,0.3523,0.2291,24,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,26.489
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2003,district,3.499,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2003-06-01,2003-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1148.33,78.24,2.169,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.6029,0.4066,0.2598,7,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.369
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2003,district,4.872,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2003-11-01,2004-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,165.58,69.35,1.9,182,182,True,data\raw\satellite\districts\D0009_landsat.csv,0.5692,0.3917,0.2624,43,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,25.586
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2004,district,3.448,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2004-06-01,2004-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,954.59,76.84,2.301,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.5602,0.4154,0.2887,17,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.139
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2004,district,4.594,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2004-11-01,2005-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,71.04,66.5,1.827,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5082,0.3594,0.2468,49,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,26.274
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2005,district,1.877,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2005-06-01,2005-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1120.03,76.17,2.313,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.4835,0.318,0.168,10,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.564
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2005,district,4.61,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2005-11-01,2006-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,99.97,66.71,1.609,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5963,0.4087,0.2759,33,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,25.895
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2006,district,2.781,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2006-06-01,2006-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1261.35,77.33,2.304,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.5695,0.3793,0.2855,20,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.476
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2006,district,4.635,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2006-11-01,2007-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,99.74,69.57,1.727,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5561,0.4007,0.2691,53,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,25.846
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2007,district,3.248,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2007-06-01,2007-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1431.47,79.32,2.143,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.5932,0.4047,0.2858,8,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.118
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2007,district,4.2396,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2007-11-01,2008-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,185.81,68.14,1.589,182,182,True,data\raw\satellite\districts\D0009_landsat.csv,0.5838,0.4118,0.2992,36,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,25.987
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2008,district,3.048,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2008-06-01,2008-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,1016.52,77.12,2.155,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.6222,0.4378,0.3687,19,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,27.423
Andhra Pradesh,WEST GODAVARI,Rice,Rabi,2008,district,4.214,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2008-11-01,2009-04-30,True,data\raw\weather\districts\D0009_weather_daily.csv,76.56,66.59,1.749,181,181,True,data\raw\satellite\districts\D0009_landsat.csv,0.5155,0.3758,0.2675,45,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,26.68
Andhra Pradesh,WEST GODAVARI,Rice,Kharif,2009,district,3.101,True,"Government of India, Ministry of Agriculture and Farmers Welfare, Department of Agriculture and Farmers Welfare - District-wise, season-wise crop production statistics from 1997 (via data.gov.in)",https://api.data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-02,SD012,West Godavari,No known boundary issue for this district.,2009-06-01,2009-11-30,True,data\raw\weather\districts\D0009_weather_daily.csv,881.01,73.29,2.176,183,183,True,data\raw\satellite\districts\D0009_landsat.csv,0.6011,0.4195,0.3078,15,1.0,True,64.0,244.0,296.0,423.0,164.0,ISRIC SoilGrids REST API v2.0,,28.405
