state,district,year,season,gross_cropped_area_ha,n_crops_grown,non_rice_cropped_area_ha,rice_area_ha,rice_area_share,n_rice_seasons,source_name,source_url,retrieved_date,geographic_level
Tamil Nadu,PUDUKKOTTAI,2005,Kharif,126405.0,16,30419.0,95986.0,0.7593528736996163,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2005,Whole Year,30656.0,10,30656.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2006,Kharif,93430.0,2,65.0,93365.0,0.9993042919833031,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year,59808.0,25,59808.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2007,Kharif,88709.0,2,44.0,88665.0,0.9995039962123348,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year,58050.0,25,58050.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2008,Kharif,96708.0,2,322.0,96386.0,0.9966703892128883,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year,52516.0,21,52516.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2009,Kharif,95307.0,2,5.0,95302.0,0.9999475379562887,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year,51209.0,21,51209.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2010,Kharif,113740.0,10,20839.0,92901.0,0.8167838930895024,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2010,Whole Year,7858.0,1,7858.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2011,Kharif,109859.0,7,17269.0,92590.0,0.8428075988312291,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2011,Rabi,5735.0,5,5735.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year,33681.0,17,33681.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2012,Kharif,101631.0,11,18046.0,83585.0,0.8224360677352383,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2012,Rabi,4.0,1,4.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2012,Whole Year,9124.0,1,9124.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2013,Kharif,87444.0,11,14792.0,72652.0,0.8308403092264763,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2013,Rabi,8007.0,8,8007.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,PUDUKKOTTAI,2013,Whole Year,26288.0,10,26288.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1997,Kharif,1131.0,4,1131.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year,336766.0,18,192133.0,144633.0,0.4294762535410344,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1998,Kharif,298709.0,14,161807.0,136902.0,0.45831227047059175,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1998,Whole Year,17323.0,5,17323.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1999,Kharif,141846.0,13,13310.0,128536.0,0.9061658418284618,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,1999,Whole Year,21867.0,7,21867.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2000,Kharif,145785.0,12,22434.0,123351.0,0.8461158555406935,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2000,Whole Year,17451.0,6,17451.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2001,Kharif,143355.0,10,18838.0,124517.0,0.8685919570297513,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2001,Whole Year,597.0,1,597.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2002,Kharif,142392.0,15,16240.0,126152.0,0.8859486488004944,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2002,Whole Year,29736.0,21,29736.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2003,Kharif,149797.0,15,28766.0,121031.0,0.8079667817112492,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2003,Whole Year,34341.0,19,34341.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2004,Kharif,152494.0,15,25887.0,126607.0,0.8302425013443152,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2004,Whole Year,34033.0,8,34033.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2005,Kharif,150363.0,15,22968.0,127395.0,0.8472496558328845,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2005,Whole Year,29980.0,8,29980.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2006,Kharif,131300.0,2,878.0,130422.0,0.9933130236100534,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2006,Rabi,3.0,1,3.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2006,Whole Year,49857.0,22,49857.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2007,Kharif,124520.0,2,749.0,123771.0,0.9939849020237713,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2007,Whole Year,55812.0,21,55812.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2008,Kharif,128847.0,2,52.0,128795.0,0.9995964205608202,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2008,Whole Year,53020.0,21,53020.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2009,Kharif,134422.0,2,537.0,133885.0,0.9960051182098169,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2009,Whole Year,44320.0,20,44320.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2010,Kharif,140890.0,11,9493.0,131397.0,0.9326211938391653,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2010,Rabi,1.0,1,1.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2010,Whole Year,550.0,1,550.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2011,Kharif,129080.0,4,120.0,128960.0,0.9990703439727301,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2011,Rabi,8536.0,6,8536.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2011,Whole Year,36968.0,16,36968.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2012,Kharif,126430.0,11,9925.0,116505.0,0.921498062168789,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2012,Rabi,6.0,1,6.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2012,Whole Year,472.0,1,472.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2013,Kharif,115083.0,4,102.0,114981.0,0.9991136831678006,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2013,Rabi,15184.0,11,15184.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,RAMANATHAPURAM,2013,Whole Year,28814.0,11,28814.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1997,Kharif,33250.0,6,33250.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1997,Whole Year,501068.0,27,454587.0,46481.0,0.09276385640272378,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1998,Kharif,604255.0,17,555855.0,48400.0,0.08009863385491224,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1998,Rabi,804.0,1,804.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1998,Whole Year,44374.0,13,44374.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1999,Kharif,279168.0,17,233305.0,45863.0,0.16428458849151764,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1999,Rabi,5750.0,4,5750.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,1999,Whole Year,51567.0,12,51567.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2000,Kharif,307204.0,17,261244.0,45960.0,0.14960742698662777,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2000,Rabi,509.0,3,509.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2000,Whole Year,50385.0,12,50385.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2001,Kharif,194566.0,11,148333.0,46233.0,0.23762116711038928,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2001,Whole Year,9455.0,1,9455.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2002,Kharif,154224.0,19,143166.0,11058.0,0.07170090258325552,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2002,Rabi,311.0,3,311.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2002,Whole Year,46896.0,39,46896.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2003,Kharif,121099.0,18,107514.0,13585.0,0.11218094286492869,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2003,Rabi,46.0,2,46.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2003,Whole Year,56132.0,46,56132.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2004,Kharif,137278.0,16,109974.0,27304.0,0.19889567155698656,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2004,Rabi,170.0,3,170.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2004,Whole Year,46853.0,12,46853.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2005,Kharif,143968.0,19,106640.0,37328.0,0.25927983996443654,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2005,Rabi,11.0,2,11.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2005,Whole Year,58776.0,14,58776.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2006,Kharif,29024.0,2,1541.0,27483.0,0.9469060088202866,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2006,Rabi,5.0,1,5.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2006,Whole Year,151360.0,31,151360.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2007,Kharif,23766.0,2,2055.0,21711.0,0.9135319363797021,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2007,Whole Year,151862.0,30,151862.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2008,Kharif,31691.0,2,1762.0,29929.0,0.9444006184721214,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2008,Whole Year,176615.0,32,176615.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2009,Kharif,26197.0,2,1815.0,24382.0,0.9307172577012635,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2009,Whole Year,167965.0,29,167965.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2010,Kharif,126510.0,11,93214.0,33296.0,0.26318868073670065,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2010,Rabi,100.0,1,100.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
Tamil Nadu,SALEM,2010,Whole Year,12339.0,1,12339.0,,,1,"District-wise, season-wise crop production statistics - Government of India, Ministry of Agriculture and Farmers Welfare (via data.gov.in)",https://data.gov.in/resource/35be999b-0208-4354-b557-f6ca9a5355de,2026-09-04,district
