state,district,year,season,crop,area_ha
Telangana,MEDAK,2001,Rabi,Other  Rabi pulses,1292.0
Telangana,MEDAK,2001,Rabi,Rapeseed &Mustard,5.0
Telangana,MEDAK,2001,Rabi,Rice,32440.0
Telangana,MEDAK,2001,Rabi,Safflower,5403.0
Telangana,MEDAK,2001,Rabi,Sesamum,178.0
Telangana,MEDAK,2001,Rabi,Urad,170.0
Telangana,MEDAK,2001,Rabi,Wheat,3888.0
Telangana,MEDAK,2001,Whole Year,Banana,527.0
Telangana,MEDAK,2001,Whole Year,Cashewnut,18.0
Telangana,MEDAK,2001,Whole Year,Coconut,2.0
Telangana,MEDAK,2001,Whole Year,Coriander,3880.0
Telangana,MEDAK,2001,Whole Year,Dry ginger,1096.0
Telangana,MEDAK,2001,Whole Year,Potato,1014.0
Telangana,MEDAK,2001,Whole Year,Sugarcane,27207.0
Telangana,MEDAK,2001,Whole Year,Turmeric,1966.0
Telangana,MEDAK,2002,Kharif,Arhar/Tur,18894.0
Telangana,MEDAK,2002,Kharif,Bajra,588.0
Telangana,MEDAK,2002,Kharif,Castor seed,2234.0
Telangana,MEDAK,2002,Kharif,Cotton(lint),6960.0
Telangana,MEDAK,2002,Kharif,Dry chillies,4948.0
Telangana,MEDAK,2002,Kharif,Groundnut,714.0
Telangana,MEDAK,2002,Kharif,Horse-gram,17.0
Telangana,MEDAK,2002,Kharif,Jowar,39541.0
Telangana,MEDAK,2002,Kharif,Maize,86171.0
Telangana,MEDAK,2002,Kharif,Mesta,13.0
Telangana,MEDAK,2002,Kharif,Moong(Green Gram),70759.0
Telangana,MEDAK,2002,Kharif,Niger seed,63.0
Telangana,MEDAK,2002,Kharif,Onion,707.0
Telangana,MEDAK,2002,Kharif,Other Kharif pulses,688.0
Telangana,MEDAK,2002,Kharif,Ragi,22.0
Telangana,MEDAK,2002,Kharif,Rice,59589.0
Telangana,MEDAK,2002,Kharif,Sesamum,1998.0
Telangana,MEDAK,2002,Kharif,Small millets,7.0
Telangana,MEDAK,2002,Kharif,Sunflower,3611.0
Telangana,MEDAK,2002,Kharif,Urad,30550.0
Telangana,MEDAK,2002,Rabi,Arhar/Tur,44.0
Telangana,MEDAK,2002,Rabi,Dry chillies,2505.0
Telangana,MEDAK,2002,Rabi,Gram,28616.0
Telangana,MEDAK,2002,Rabi,Groundnut,2524.0
Telangana,MEDAK,2002,Rabi,Horse-gram,412.0
Telangana,MEDAK,2002,Rabi,Jowar,43035.0
Telangana,MEDAK,2002,Rabi,Linseed,754.0
Telangana,MEDAK,2002,Rabi,Maize,2860.0
Telangana,MEDAK,2002,Rabi,Moong(Green Gram),142.0
Telangana,MEDAK,2002,Rabi,Onion,1747.0
Telangana,MEDAK,2002,Rabi,Other  Rabi pulses,435.0
Telangana,MEDAK,2002,Rabi,other oilseeds,1.0
Telangana,MEDAK,2002,Rabi,Rapeseed &Mustard,7.0
Telangana,MEDAK,2002,Rabi,Rice,17738.0
Telangana,MEDAK,2002,Rabi,Safflower,6635.0
Telangana,MEDAK,2002,Rabi,Sesamum,194.0
Telangana,MEDAK,2002,Rabi,Small millets,3.0
Telangana,MEDAK,2002,Rabi,Urad,143.0
Telangana,MEDAK,2002,Rabi,Wheat,2854.0
Telangana,MEDAK,2002,Whole Year,Banana,297.0
Telangana,MEDAK,2002,Whole Year,Beans & Mutter(Vegetable),1026.0
Telangana,MEDAK,2002,Whole Year,Bhindi,554.0
Telangana,MEDAK,2002,Whole Year,Bottle Gourd,54.0
Telangana,MEDAK,2002,Whole Year,Brinjal,432.0
Telangana,MEDAK,2002,Whole Year,Cabbage,20.0
Telangana,MEDAK,2002,Whole Year,Cashewnut,15.0
Telangana,MEDAK,2002,Whole Year,Citrus Fruit,16.0
Telangana,MEDAK,2002,Whole Year,Coconut,1.0
Telangana,MEDAK,2002,Whole Year,Coriander,3162.0
Telangana,MEDAK,2002,Whole Year,Cucumber,93.0
Telangana,MEDAK,2002,Whole Year,Dry ginger,593.0
Telangana,MEDAK,2002,Whole Year,Grapes,91.0
Telangana,MEDAK,2002,Whole Year,Mango,2725.0
Telangana,MEDAK,2002,Whole Year,Orange,122.0
Telangana,MEDAK,2002,Whole Year,Other Fresh Fruits,87.0
Telangana,MEDAK,2002,Whole Year,Other Vegetables,1516.0
Telangana,MEDAK,2002,Whole Year,Papaya,13.0
Telangana,MEDAK,2002,Whole Year,Peas  (vegetable),16.0
Telangana,MEDAK,2002,Whole Year,Pome Fruit,445.0
Telangana,MEDAK,2002,Whole Year,Potato,1281.0
Telangana,MEDAK,2002,Whole Year,Sugarcane,30902.0
Telangana,MEDAK,2002,Whole Year,Tobacco,15.0
Telangana,MEDAK,2002,Whole Year,Tomato,2207.0
Telangana,MEDAK,2002,Whole Year,Turmeric,1377.0
Telangana,MEDAK,2003,Kharif,Arhar/Tur,24559.0
Telangana,MEDAK,2003,Kharif,Bajra,665.0
Telangana,MEDAK,2003,Kharif,Castor seed,6550.0
Telangana,MEDAK,2003,Kharif,Cotton(lint),5761.0
Telangana,MEDAK,2003,Kharif,Dry chillies,6395.0
Telangana,MEDAK,2003,Kharif,Groundnut,384.0
Telangana,MEDAK,2003,Kharif,Jowar,36256.0
Telangana,MEDAK,2003,Kharif,Korra,4.0
Telangana,MEDAK,2003,Kharif,Maize,109775.0
Telangana,MEDAK,2003,Kharif,Mesta,78.0
Telangana,MEDAK,2003,Kharif,Moong(Green Gram),81090.0
Telangana,MEDAK,2003,Kharif,Niger seed,64.0
Telangana,MEDAK,2003,Kharif,Onion,782.0
Telangana,MEDAK,2003,Kharif,Other Kharif pulses,1415.0
Telangana,MEDAK,2003,Kharif,Ragi,4.0
Telangana,MEDAK,2003,Kharif,Rice,63923.0
Telangana,MEDAK,2003,Kharif,Sesamum,2156.0
Telangana,MEDAK,2003,Kharif,Small millets,4.0
Telangana,MEDAK,2003,Kharif,Soyabean,400.0
Telangana,MEDAK,2003,Kharif,Sunflower,7855.0
Telangana,MEDAK,2003,Kharif,Urad,26149.0
Telangana,MEDAK,2003,Rabi,Arhar/Tur,7.0
Telangana,MEDAK,2003,Rabi,Bajra,9.0
Telangana,MEDAK,2003,Rabi,Dry chillies,1739.0
Telangana,MEDAK,2003,Rabi,Gram,39571.0
Telangana,MEDAK,2003,Rabi,Groundnut,4469.0
Telangana,MEDAK,2003,Rabi,Horse-gram,639.0
Telangana,MEDAK,2003,Rabi,Jowar,35786.0
Telangana,MEDAK,2003,Rabi,Linseed,586.0
Telangana,MEDAK,2003,Rabi,Maize,2598.0
Telangana,MEDAK,2003,Rabi,Moong(Green Gram),52.0
Telangana,MEDAK,2003,Rabi,Onion,2769.0
Telangana,MEDAK,2003,Rabi,Other  Rabi pulses,571.0
Telangana,MEDAK,2003,Rabi,other oilseeds,65.0
Telangana,MEDAK,2003,Rabi,Rapeseed &Mustard,3.0
Telangana,MEDAK,2003,Rabi,Rice,22380.0
Telangana,MEDAK,2003,Rabi,Safflower,6783.0
Telangana,MEDAK,2003,Rabi,Sesamum,114.0
Telangana,MEDAK,2003,Rabi,Urad,61.0
Telangana,MEDAK,2003,Rabi,Wheat,3419.0
Telangana,MEDAK,2003,Whole Year,Banana,121.0
Telangana,MEDAK,2003,Whole Year,Beans & Mutter(Vegetable),1468.0
Telangana,MEDAK,2003,Whole Year,Bhindi,757.0
Telangana,MEDAK,2003,Whole Year,Bottle Gourd,110.0
Telangana,MEDAK,2003,Whole Year,Brinjal,667.0
Telangana,MEDAK,2003,Whole Year,Cabbage,86.0
Telangana,MEDAK,2003,Whole Year,Cashewnut,19.0
Telangana,MEDAK,2003,Whole Year,Citrus Fruit,47.0
Telangana,MEDAK,2003,Whole Year,Coriander,3011.0
Telangana,MEDAK,2003,Whole Year,Cucumber,74.0
Telangana,MEDAK,2003,Whole Year,Dry ginger,756.0
Telangana,MEDAK,2003,Whole Year,Grapes,141.0
Telangana,MEDAK,2003,Whole Year,Mango,2877.0
Telangana,MEDAK,2003,Whole Year,Orange,140.0
Telangana,MEDAK,2003,Whole Year,Other Fresh Fruits,117.0
Telangana,MEDAK,2003,Whole Year,Other Vegetables,3157.0
Telangana,MEDAK,2003,Whole Year,Papaya,9.0
Telangana,MEDAK,2003,Whole Year,Peas  (vegetable),26.0
Telangana,MEDAK,2003,Whole Year,Pome Fruit,363.0
Telangana,MEDAK,2003,Whole Year,Potato,966.0
Telangana,MEDAK,2003,Whole Year,Sugarcane,25967.0
Telangana,MEDAK,2003,Whole Year,Tobacco,13.0
Telangana,MEDAK,2003,Whole Year,Tomato,2615.0
Telangana,MEDAK,2003,Whole Year,Turmeric,1176.0
Telangana,MEDAK,2004,Kharif,Arhar/Tur,23372.0
Telangana,MEDAK,2004,Kharif,Bajra,338.0
Telangana,MEDAK,2004,Kharif,Castor seed,6921.0
Telangana,MEDAK,2004,Kharif,Cotton(lint),13733.0
Telangana,MEDAK,2004,Kharif,Dry chillies,3914.0
Telangana,MEDAK,2004,Kharif,Groundnut,493.0
Telangana,MEDAK,2004,Kharif,Horse-gram,4.0
Telangana,MEDAK,2004,Kharif,Jowar,28800.0
Telangana,MEDAK,2004,Kharif,Maize,111670.0
Telangana,MEDAK,2004,Kharif,Mesta,21.0
Telangana,MEDAK,2004,Kharif,Moong(Green Gram),47531.0
Telangana,MEDAK,2004,Kharif,Niger seed,52.0
Telangana,MEDAK,2004,Kharif,Onion,989.0
Telangana,MEDAK,2004,Kharif,Other Kharif pulses,1648.0
Telangana,MEDAK,2004,Kharif,Rice,49327.0
Telangana,MEDAK,2004,Kharif,Sesamum,1338.0
Telangana,MEDAK,2004,Kharif,Soyabean,4351.0
Telangana,MEDAK,2004,Kharif,Sunflower,15660.0
Telangana,MEDAK,2004,Kharif,Urad,18672.0
Telangana,MEDAK,2004,Rabi,Dry chillies,1739.0
Telangana,MEDAK,2004,Rabi,Gram,33836.0
Telangana,MEDAK,2004,Rabi,Groundnut,2721.0
Telangana,MEDAK,2004,Rabi,Horse-gram,696.0
Telangana,MEDAK,2004,Rabi,Jowar,30492.0
Telangana,MEDAK,2004,Rabi,Linseed,684.0
Telangana,MEDAK,2004,Rabi,Maize,2188.0
Telangana,MEDAK,2004,Rabi,Moong(Green Gram),36.0
Telangana,MEDAK,2004,Rabi,Onion,2672.0
Telangana,MEDAK,2004,Rabi,Other  Rabi pulses,1284.0
Telangana,MEDAK,2004,Rabi,Rice,13134.0
Telangana,MEDAK,2004,Rabi,Safflower,7828.0
Telangana,MEDAK,2004,Rabi,Sesamum,147.0
Telangana,MEDAK,2004,Rabi,Sunflower,12951.0
Telangana,MEDAK,2004,Rabi,Urad,2.0
Telangana,MEDAK,2004,Rabi,Wheat,2401.0
Telangana,MEDAK,2004,Whole Year,Banana,48.0
Telangana,MEDAK,2004,Whole Year,Cashewnut,23.0
Telangana,MEDAK,2004,Whole Year,Coconut,1.0
Telangana,MEDAK,2004,Whole Year,Coriander,2985.0
Telangana,MEDAK,2004,Whole Year,Dry ginger,768.0
Telangana,MEDAK,2004,Whole Year,Garlic,187.0
Telangana,MEDAK,2004,Whole Year,Potato,1580.0
Telangana,MEDAK,2004,Whole Year,Sugarcane,22868.0
Telangana,MEDAK,2004,Whole Year,Tobacco,13.0
Telangana,MEDAK,2004,Whole Year,Turmeric,1382.0
Telangana,MEDAK,2005,Kharif,Arhar/Tur,24042.0
Telangana,MEDAK,2005,Kharif,Bajra,613.0
Telangana,MEDAK,2005,Kharif,Castor seed,5073.0
Telangana,MEDAK,2005,Kharif,Cotton(lint),15994.0
Telangana,MEDAK,2005,Kharif,Dry chillies,4320.0
Telangana,MEDAK,2005,Kharif,Groundnut,429.0
Telangana,MEDAK,2005,Kharif,Jowar,27940.0
Telangana,MEDAK,2005,Kharif,Maize,118800.0
Telangana,MEDAK,2005,Kharif,Mesta,24.0
Telangana,MEDAK,2005,Kharif,Moong(Green Gram),42047.0
Telangana,MEDAK,2005,Kharif,Onion,838.0
Telangana,MEDAK,2005,Kharif,Other Kharif pulses,1293.0
Telangana,MEDAK,2005,Kharif,Ragi,7.0
Telangana,MEDAK,2005,Kharif,Rice,59452.0
Telangana,MEDAK,2005,Kharif,Sesamum,1614.0
Telangana,MEDAK,2005,Kharif,Small millets,1.0
Telangana,MEDAK,2005,Kharif,Soyabean,2964.0
Telangana,MEDAK,2005,Kharif,Urad,18293.0
Telangana,MEDAK,2005,Rabi,Bajra,2.0
Telangana,MEDAK,2005,Rabi,Dry chillies,1583.0
Telangana,MEDAK,2005,Rabi,Gram,33424.0
Telangana,MEDAK,2005,Rabi,Groundnut,2246.0
Telangana,MEDAK,2005,Rabi,Horse-gram,568.0
Telangana,MEDAK,2005,Rabi,Jowar,25949.0
Telangana,MEDAK,2005,Rabi,Linseed,707.0
Telangana,MEDAK,2005,Rabi,Maize,1940.0
Telangana,MEDAK,2005,Rabi,Moong(Green Gram),31.0
Telangana,MEDAK,2005,Rabi,Onion,3283.0
Telangana,MEDAK,2005,Rabi,Other  Rabi pulses,833.0
Telangana,MEDAK,2005,Rabi,Rice,25821.0
Telangana,MEDAK,2005,Rabi,Safflower,7942.0
Telangana,MEDAK,2005,Rabi,Sesamum,146.0
Telangana,MEDAK,2005,Rabi,Wheat,2438.0
Telangana,MEDAK,2005,Whole Year,Banana,4.0
Telangana,MEDAK,2005,Whole Year,Cashewnut,21.0
Telangana,MEDAK,2005,Whole Year,Coconut,1.0
Telangana,MEDAK,2005,Whole Year,Coriander,2362.0
Telangana,MEDAK,2005,Whole Year,Dry ginger,1068.0
Telangana,MEDAK,2005,Whole Year,Garlic,276.0
Telangana,MEDAK,2005,Whole Year,Potato,1658.0
Telangana,MEDAK,2005,Whole Year,Sugarcane,27111.0
Telangana,MEDAK,2005,Whole Year,Sunflower,14759.0
Telangana,MEDAK,2005,Whole Year,Tobacco,20.0
Telangana,MEDAK,2005,Whole Year,Turmeric,1532.0
Telangana,MEDAK,2006,Kharif,Arhar/Tur,23958.0
Telangana,MEDAK,2006,Kharif,Bajra,508.0
Telangana,MEDAK,2006,Kharif,Castor seed,2453.0
Telangana,MEDAK,2006,Kharif,Cotton(lint),19247.0
Telangana,MEDAK,2006,Kharif,Dry chillies,3597.0
Telangana,MEDAK,2006,Kharif,Groundnut,362.0
Telangana,MEDAK,2006,Kharif,Horse-gram,8.0
Telangana,MEDAK,2006,Kharif,Jowar,26530.0
Telangana,MEDAK,2006,Kharif,Maize,101937.0
Telangana,MEDAK,2006,Kharif,Moong(Green Gram),48484.0
Telangana,MEDAK,2006,Kharif,Onion,736.0
Telangana,MEDAK,2006,Kharif,Other Kharif pulses,898.0
Telangana,MEDAK,2006,Kharif,Ragi,6.0
Telangana,MEDAK,2006,Kharif,Rice,63532.0
Telangana,MEDAK,2006,Kharif,Sesamum,1340.0
Telangana,MEDAK,2006,Kharif,Small millets,4.0
Telangana,MEDAK,2006,Kharif,Soyabean,990.0
Telangana,MEDAK,2006,Kharif,Urad,21854.0
Telangana,MEDAK,2006,Rabi,Dry chillies,1287.0
Telangana,MEDAK,2006,Rabi,Gram,37501.0
Telangana,MEDAK,2006,Rabi,Groundnut,1861.0
Telangana,MEDAK,2006,Rabi,Horse-gram,554.0
Telangana,MEDAK,2006,Rabi,Jowar,22256.0
Telangana,MEDAK,2006,Rabi,Linseed,637.0
Telangana,MEDAK,2006,Rabi,Maize,2321.0
Telangana,MEDAK,2006,Rabi,Moong(Green Gram),20.0
Telangana,MEDAK,2006,Rabi,Onion,2394.0
Telangana,MEDAK,2006,Rabi,Other  Rabi pulses,997.0
Telangana,MEDAK,2006,Rabi,Rapeseed &Mustard,4.0
Telangana,MEDAK,2006,Rabi,Rice,38446.0
Telangana,MEDAK,2006,Rabi,Safflower,8289.0
Telangana,MEDAK,2006,Rabi,Sesamum,154.0
Telangana,MEDAK,2006,Rabi,Urad,5.0
Telangana,MEDAK,2006,Rabi,Wheat,2927.0
Telangana,MEDAK,2006,Whole Year,Banana,525.0
Telangana,MEDAK,2006,Whole Year,Cashewnut,20.0
Telangana,MEDAK,2006,Whole Year,Coconut,1.0
Telangana,MEDAK,2006,Whole Year,Coriander,1745.0
Telangana,MEDAK,2006,Whole Year,Dry ginger,1320.0
Telangana,MEDAK,2006,Whole Year,Potato,1914.0
Telangana,MEDAK,2006,Whole Year,Sugarcane,30433.0
Telangana,MEDAK,2006,Whole Year,Sunflower,12993.0
Telangana,MEDAK,2006,Whole Year,Tobacco,28.0
Telangana,MEDAK,2006,Whole Year,Turmeric,1774.0
Telangana,MEDAK,2007,Kharif,Arhar/Tur,24000.0
Telangana,MEDAK,2007,Kharif,Bajra,1000.0
Telangana,MEDAK,2007,Kharif,Castor seed,2000.0
Telangana,MEDAK,2007,Kharif,Cotton(lint),29000.0
Telangana,MEDAK,2007,Kharif,Dry chillies,3000.0
Telangana,MEDAK,2007,Kharif,Jowar,26000.0
Telangana,MEDAK,2007,Kharif,Maize,98000.0
Telangana,MEDAK,2007,Kharif,Moong(Green Gram),53000.0
Telangana,MEDAK,2007,Kharif,Onion,1000.0
Telangana,MEDAK,2007,Kharif,Rice,58000.0
Telangana,MEDAK,2007,Kharif,Sesamum,1000.0
Telangana,MEDAK,2007,Kharif,Sunflower,1000.0
Telangana,MEDAK,2007,Kharif,Urad,21000.0
Telangana,MEDAK,2007,Rabi,Dry chillies,1000.0
Telangana,MEDAK,2007,Rabi,Gram,38000.0
Telangana,MEDAK,2007,Rabi,Groundnut,2000.0
Telangana,MEDAK,2007,Rabi,Jowar,19000.0
Telangana,MEDAK,2007,Rabi,Maize,3000.0
Telangana,MEDAK,2007,Rabi,Onion,4000.0
Telangana,MEDAK,2007,Rabi,Rice,35000.0
Telangana,MEDAK,2007,Rabi,Sunflower,18000.0
Telangana,MEDAK,2007,Rabi,Wheat,4000.0
Telangana,MEDAK,2007,Whole Year,Sugarcane,33000.0
Telangana,MEDAK,2008,Kharif,Arhar/Tur,24584.0
Telangana,MEDAK,2008,Kharif,Bajra,739.0
Telangana,MEDAK,2008,Kharif,Castor seed,1480.0
Telangana,MEDAK,2008,Kharif,Cotton(lint),49124.0
Telangana,MEDAK,2008,Kharif,Dry chillies,2851.0
Telangana,MEDAK,2008,Kharif,Groundnut,169.0
Telangana,MEDAK,2008,Kharif,Jowar,22629.0
Telangana,MEDAK,2008,Kharif,Maize,82485.0
Telangana,MEDAK,2008,Kharif,Moong(Green Gram),50020.0
Telangana,MEDAK,2008,Kharif,Onion,486.0
Telangana,MEDAK,2008,Kharif,Other Kharif pulses,27.0
Telangana,MEDAK,2008,Kharif,Ragi,1.0
Telangana,MEDAK,2008,Kharif,Rice,78658.0
Telangana,MEDAK,2008,Kharif,Sesamum,975.0
Telangana,MEDAK,2008,Kharif,Soyabean,1270.0
Telangana,MEDAK,2008,Kharif,Urad,20010.0
Telangana,MEDAK,2008,Rabi,Dry chillies,1039.0
Telangana,MEDAK,2008,Rabi,Gram,36022.0
Telangana,MEDAK,2008,Rabi,Groundnut,1654.0
Telangana,MEDAK,2008,Rabi,Horse-gram,226.0
Telangana,MEDAK,2008,Rabi,Jowar,15895.0
Telangana,MEDAK,2008,Rabi,Linseed,357.0
Telangana,MEDAK,2008,Rabi,Maize,4519.0
Telangana,MEDAK,2008,Rabi,Moong(Green Gram),33.0
Telangana,MEDAK,2008,Rabi,Onion,3542.0
Telangana,MEDAK,2008,Rabi,Other  Rabi pulses,75.0
Telangana,MEDAK,2008,Rabi,Rice,45254.0
Telangana,MEDAK,2008,Rabi,Safflower,6994.0
Telangana,MEDAK,2008,Rabi,Sesamum,73.0
Telangana,MEDAK,2008,Rabi,Wheat,3080.0
Telangana,MEDAK,2008,Whole Year,Banana,552.0
Telangana,MEDAK,2008,Whole Year,Coriander,1195.0
Telangana,MEDAK,2008,Whole Year,Dry ginger,1237.0
Telangana,MEDAK,2008,Whole Year,Potato,3246.0
Telangana,MEDAK,2008,Whole Year,Sugarcane,26002.0
Telangana,MEDAK,2008,Whole Year,Sunflower,15637.0
Telangana,MEDAK,2008,Whole Year,Tobacco,37.0
Telangana,MEDAK,2008,Whole Year,Turmeric,1872.0
Telangana,MEDAK,2009,Kharif,Arhar/Tur,25186.0
Telangana,MEDAK,2009,Kharif,Bajra,266.0
Telangana,MEDAK,2009,Kharif,Castor seed,583.0
Telangana,MEDAK,2009,Kharif,Cotton(lint),66019.0
Telangana,MEDAK,2009,Kharif,Dry chillies,1450.0
Telangana,MEDAK,2009,Kharif,Groundnut,124.0
Telangana,MEDAK,2009,Kharif,Jowar,19329.0
Telangana,MEDAK,2009,Kharif,Maize,105157.0
Telangana,MEDAK,2009,Kharif,Moong(Green Gram),55365.0
Telangana,MEDAK,2009,Kharif,Onion,233.0
Telangana,MEDAK,2009,Kharif,Rice,49470.0
Telangana,MEDAK,2009,Kharif,Sesamum,685.0
Telangana,MEDAK,2009,Kharif,Soyabean,4366.0
Telangana,MEDAK,2009,Kharif,Urad,23743.0
Telangana,MEDAK,2009,Rabi,Arhar/Tur,694.0
Telangana,MEDAK,2009,Rabi,Dry chillies,967.0
Telangana,MEDAK,2009,Rabi,Gram,44632.0
Telangana,MEDAK,2009,Rabi,Groundnut,2069.0
Telangana,MEDAK,2009,Rabi,Horse-gram,105.0
Telangana,MEDAK,2009,Rabi,Jowar,17432.0
Telangana,MEDAK,2009,Rabi,Linseed,571.0
Telangana,MEDAK,2009,Rabi,Maize,5920.0
Telangana,MEDAK,2009,Rabi,Moong(Green Gram),115.0
Telangana,MEDAK,2009,Rabi,Onion,3156.0
Telangana,MEDAK,2009,Rabi,Other  Rabi pulses,142.0
Telangana,MEDAK,2009,Rabi,Rapeseed &Mustard,47.0
Telangana,MEDAK,2009,Rabi,Rice,33645.0
Telangana,MEDAK,2009,Rabi,Safflower,6696.0
Telangana,MEDAK,2009,Rabi,Sesamum,146.0
Telangana,MEDAK,2009,Rabi,Urad,3.0
Telangana,MEDAK,2009,Rabi,Wheat,2948.0
Telangana,MEDAK,2009,Whole Year,Banana,798.0
Telangana,MEDAK,2009,Whole Year,Coriander,1718.0
Telangana,MEDAK,2009,Whole Year,Dry ginger,1641.0
Telangana,MEDAK,2009,Whole Year,Garlic,359.0
Telangana,MEDAK,2009,Whole Year,Potato,3270.0
Telangana,MEDAK,2009,Whole Year,Sugarcane,17127.0
Telangana,MEDAK,2009,Whole Year,Sunflower,14820.0
Telangana,MEDAK,2009,Whole Year,Tobacco,79.0
Telangana,MEDAK,2009,Whole Year,Turmeric,1384.0
Telangana,MEDAK,2010,Kharif,Arhar/Tur,29766.0
Telangana,MEDAK,2010,Kharif,Bajra,406.0
Telangana,MEDAK,2010,Kharif,Castor seed,732.0
Telangana,MEDAK,2010,Kharif,Cotton(lint),78392.0
Telangana,MEDAK,2010,Kharif,Dry chillies,1490.0
Telangana,MEDAK,2010,Kharif,Groundnut,107.0
Telangana,MEDAK,2010,Kharif,Jowar,21232.0
Telangana,MEDAK,2010,Kharif,Maize,94032.0
Telangana,MEDAK,2010,Kharif,Moong(Green Gram),50039.0
Telangana,MEDAK,2010,Kharif,Onion,342.0
Telangana,MEDAK,2010,Kharif,Ragi,2.0
Telangana,MEDAK,2010,Kharif,Rice,81914.0
Telangana,MEDAK,2010,Kharif,Sesamum,647.0
Telangana,MEDAK,2010,Kharif,Soyabean,3810.0
Telangana,MEDAK,2010,Kharif,Urad,22987.0
Telangana,MEDAK,2010,Rabi,Arhar/Tur,17.0
Telangana,MEDAK,2010,Rabi,Dry chillies,1181.0
Telangana,MEDAK,2010,Rabi,Gram,35000.0
Telangana,MEDAK,2010,Rabi,Groundnut,1224.0
Telangana,MEDAK,2010,Rabi,Horse-gram,306.0
Telangana,MEDAK,2010,Rabi,Jowar,16025.0
Telangana,MEDAK,2010,Rabi,Linseed,545.0
Telangana,MEDAK,2010,Rabi,Maize,6100.0
Telangana,MEDAK,2010,Rabi,Moong(Green Gram),34.0
Telangana,MEDAK,2010,Rabi,Onion,4337.0
Telangana,MEDAK,2010,Rabi,Other  Rabi pulses,226.0
Telangana,MEDAK,2010,Rabi,Rapeseed &Mustard,2.0
Telangana,MEDAK,2010,Rabi,Rice,62644.0
Telangana,MEDAK,2010,Rabi,Safflower,6110.0
Telangana,MEDAK,2010,Rabi,Sesamum,105.0
Telangana,MEDAK,2010,Rabi,Wheat,2758.0
Telangana,MEDAK,2010,Whole Year,Banana,727.0
Telangana,MEDAK,2010,Whole Year,Coriander,1116.0
Telangana,MEDAK,2010,Whole Year,Dry ginger,1561.0
Telangana,MEDAK,2010,Whole Year,Garlic,313.0
Telangana,MEDAK,2010,Whole Year,Ginger,1561.0
Telangana,MEDAK,2010,Whole Year,Potato,3827.0
Telangana,MEDAK,2010,Whole Year,Sugarcane,23128.0
Telangana,MEDAK,2010,Whole Year,Sunflower,8362.0
Telangana,MEDAK,2010,Whole Year,Tobacco,52.0
Telangana,MEDAK,2010,Whole Year,Turmeric,1216.0
Telangana,MEDAK,2011,Kharif,Arhar/Tur,31168.0
Telangana,MEDAK,2011,Kharif,Bajra,323.0
Telangana,MEDAK,2011,Kharif,Castor seed,634.0
Telangana,MEDAK,2011,Kharif,Cotton(lint),93076.0
Telangana,MEDAK,2011,Kharif,Cowpea(Lobia),704.0
Telangana,MEDAK,2011,Kharif,Dry chillies,1492.0
Telangana,MEDAK,2011,Kharif,Groundnut,30.0
Telangana,MEDAK,2011,Kharif,Jowar,15748.0
Telangana,MEDAK,2011,Kharif,Maize,104876.0
Telangana,MEDAK,2011,Kharif,Moong(Green Gram),33676.0
Telangana,MEDAK,2011,Kharif,Onion,438.0
Telangana,MEDAK,2011,Kharif,Other Kharif pulses,135.0
Telangana,MEDAK,2011,Kharif,Ragi,6.0
Telangana,MEDAK,2011,Kharif,Rice,90400.0
Telangana,MEDAK,2011,Kharif,Sesamum,463.0
Telangana,MEDAK,2011,Kharif,Soyabean,6244.0
Telangana,MEDAK,2011,Kharif,Urad,18883.0
Telangana,MEDAK,2011,Rabi,Arhar/Tur,11.0
Telangana,MEDAK,2011,Rabi,Cowpea(Lobia),664.0
Telangana,MEDAK,2011,Rabi,Dry chillies,335.0
Telangana,MEDAK,2011,Rabi,Gram,27027.0
Telangana,MEDAK,2011,Rabi,Groundnut,1150.0
Telangana,MEDAK,2011,Rabi,Horse-gram,298.0
Telangana,MEDAK,2011,Rabi,Jowar,13021.0
Telangana,MEDAK,2011,Rabi,Linseed,383.0
Telangana,MEDAK,2011,Rabi,Maize,11819.0
Telangana,MEDAK,2011,Rabi,Onion,4283.0
Telangana,MEDAK,2011,Rabi,Other  Rabi pulses,155.0
Telangana,MEDAK,2011,Rabi,Rice,46632.0
Telangana,MEDAK,2011,Rabi,Safflower,6214.0
Telangana,MEDAK,2011,Rabi,Sesamum,61.0
Telangana,MEDAK,2011,Rabi,Wheat,2539.0
Telangana,MEDAK,2011,Whole Year,Banana,381.0
Telangana,MEDAK,2011,Whole Year,Coriander,1096.0
Telangana,MEDAK,2011,Whole Year,Dry ginger,1417.0
Telangana,MEDAK,2011,Whole Year,Garlic,161.0
Telangana,MEDAK,2011,Whole Year,Potato,4297.0
Telangana,MEDAK,2011,Whole Year,Sugarcane,25205.0
Telangana,MEDAK,2011,Whole Year,Sunflower,9725.0
Telangana,MEDAK,2011,Whole Year,Tobacco,12.0
Telangana,MEDAK,2011,Whole Year,Turmeric,2091.0
Telangana,MEDAK,2013,Kharif,Arhar/Tur,26772.0
Telangana,MEDAK,2013,Kharif,Bajra,232.0
Telangana,MEDAK,2013,Kharif,Banana,545.0
Telangana,MEDAK,2013,Kharif,Castor seed,172.0
Telangana,MEDAK,2013,Kharif,Cotton(lint),122299.0
Telangana,MEDAK,2013,Kharif,Cowpea(Lobia),581.0
Telangana,MEDAK,2013,Kharif,Dry chillies,358.0
